adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,140000000,,616,tt0325710,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",19.582325,/sLv5pXysIz7QbtKFJy85d5yxv2W.jpg,2003-12-05,456758981,154.0,Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,False,7.3,1946
False,70000000,,587,tt0319061,en,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",14.739983,/6DRFdlNZpAaEt7eejsbAlJGgaM7.jpg,2003-12-25,122919055,125.0,Released,An adventure as big as life itself.,Big Fish,False,7.6,2064
False,94000000,http://www.lordoftherings.net,122,tt0167260,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",29.324358,/uexxR7Kw1qYbZk0RYaF9Rx5ykbj.jpg,2003-12-01,1118888979,201.0,Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,False,8.1,8226
False,8000000,,504,tt0340855,en,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,7.189024,/uIVrPwor7fgSm5MRMj8IWs76gpk.jpg,2003-11-16,60378584,110.0,Released,The first female serial killer of America,Monster,False,7.0,500
False,0,,427,tt0050706,fr,Mon oncle,With many idea rich comic situations French director Jacques Tati uses his poetic ways and knowledge of the discrepancy between heart and technique to tell a gentle business satiric tale that won him the Oscar for best foreign film in 1959.,11.06066,/wH6RyPiXFy8INLbViVkchLVOmBc.jpg,1958-05-10,0,110.0,Released,Mr. Hulot Ventures Into Suburbia...And Disrupts...Disassembles...And Demolishes With His Very Subtle Satire,Mon oncle,False,7.3,98
False,0,,778,tt0046487,fr,Les Vacances de Monsieur Hulot,"Monsieur Hulot comes to a beachside hotel for a vacation, where he accidentally (but good-naturedly) causes havoc.",4.328916,/r4F4tsU0Ajeh9ZYUkWOJSYmioj7.jpg,1953-02-26,0,84.0,Released,It's laugh-vacation time as Jacques Tati romps through the most gloriously mad lark ever to tickle the ribs of young and old alike!,Monsieur  Hulot's Holiday,False,7.3,76
False,0,,980,tt0036244,en,The Ox-Bow Incident,"Gil Carter and Art Croft ride into a small Nevada town plagued by cattle thieves. Initially suspected of being the rustlers themselves, Carter and Croft eventually join a posse out to get the criminals, who also may be involved in a recent shooting. When the posse closes in on a group that could be the fugitives, they must decide on a course of action, with numerous lives hanging in the balance.",5.546182,/bCuK2h4tizhCWpQT51y1wmca8DY.jpg,1943-03-11,0,75.0,Released,Tough! True! Terrifying!,The Ox-Bow Incident,False,7.9,71
False,0,,405,tt0047528,it,La strada,"A traveling strongman, Zampano, repays the death of Rosa, his assistant, by offering the same job to little sister Gelsomina,  whose mother receives compensation in return.",5.948021,/lU2gLjPCPdtWWqSRHZ9EqPwrbNQ.jpg,1954-07-16,0,104.0,Released,You've been hearing about a great picture called La Strada (The Road)...now it is here!,La Strada,False,7.5,196
False,0,http://www.sonyclassics.com/ibrahim/aboutcast.html,337,tt0329388,fr,Monsieur Ibrahim et les fleurs du Coran,Monsieur Ibrahim is a story about a young Jewish boy in Paris who meets an old Muslim Turkish grocery store owner. The film touches the themes of friendship and love as the old man is a father figure to the boy as he teaches him of the Koran. The film is based on a book of the popular book by the French author Eric-Emmanuel Schmitt.,8.260823,/vOPzRgy6rTVDkGYb477lEwD2owh.jpg,2003-12-03,11576431,94.0,Released,,Monsieur Ibrahim,False,7.0,39
False,30000000,http://www.thepassionofthechrist.com/,615,tt0335345,en,The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",13.194168,/oFuLM1EaKhi1WNWiTjQ1HKIZ1Eg.jpg,2004-02-25,611899420,127.0,Released,"By his wounds, we were healed.",The Passion of the Christ,False,6.9,888
False,4800000,http://www.good-bye-lenin.de/index2.php,338,tt0301357,de,"Good bye, Lenin!",An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,10.605595,/pb62NJ3tRxgmxBSM9u1Wg1dmmvG.jpg,2003-02-09,79384880,121.0,Released,The German Democratic Republic lives on -- in 79 square meters!,"Good bye, Lenin!",False,7.4,602
False,0,,797,tt0060827,sv,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth's persona.",8.862628,/cjAnlvCrp9ZY7atASUsxRrhve7o.jpg,1966-10-18,0,85.0,Released,,Persona,False,8.0,353
False,0,,156,tt0329767,da,Wilbur begår selvmord,"The strange comedy film of two close brothers; one, Wilbur, who wants to kill himself, and the other, Harbour, who tries to prevent this. When their father dies leaving them his bookstore they meet a woman who makes their lives a bit better yet with a bit more trouble as well.",2.651412,/naC1ANPfaKw89kGalme2BrxRCA2.jpg,2002-11-08,0,111.0,Released,Meet a man dying to live,Wilbur Wants to Kill Himself,False,6.8,25
False,28000000,http://www.dawnofthedeadmovie.net/,924,tt0363547,en,Dawn of the Dead,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",13.157873,/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,2004-03-19,102356381,101.0,Released,"When the undead rise, civilization will fall.",Dawn of the Dead,False,6.8,1039
False,20000000,http://www.eternalsunshine.com,38,tt0338013,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",12.906327,/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg,2004-03-19,72258126,108.0,Released,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,False,7.9,3758
False,10000000,,553,tt0276919,da,Dogville,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",9.808595,/g1xLrof2RVgtHBB4fLvR5Xr8l5x.jpg,2003-05-19,16680836,178.0,Released,A quiet little town not far from here.,Dogville,False,7.6,619
False,650000,,923,tt0077402,en,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",19.24201,/8D6WEfNZr6JadQrqJr5OOq1QlV0.jpg,1978-09-02,55000000,127.0,Released,"When there's no more room in hell, the dead will walk the earth.",Dawn of the Dead,False,7.4,597
False,30000000,,393,tt0378194,en,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",21.533072,/au9lFA5a2ZnBKCzPbZQf00r7J64.jpg,2004-04-16,152159461,136.0,Released,The bride is back for the final cut.,Kill Bill: Vol. 2,False,7.7,4061
False,6400000,http://www.sonyclassics.com/youngadam/,237,tt0289635,en,Young Adam,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,5.235419,/eZDKfjjI5IhqKCOLHonTvKpPnNr.jpg,2003-09-26,2500000,93.0,Released,Everyone has a past. Everyone has a secret.,Young Adam,False,5.9,46
False,175000000,,652,tt0332452,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",15.387275,/edMlij7nw2NMla32xskDnzMCFBM.jpg,2004-05-13,497409852,163.0,Released,For passion. For honor. For destiny. For victory. For love.,Troy,False,6.9,2841
False,0,http://www.coffeeandcigarettesmovie.com/,883,tt0379217,en,Coffee and Cigarettes,Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,5.32553,/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg,2003-09-05,7897645,96.0,Released,,Coffee and Cigarettes,False,6.9,216
False,0,,132,tt0065780,en,The Rolling Stones: Gimme Shelter,"This documentary of the Rolling Stones' 1969 US tour has become a legendary, harrowing symbol of the tragic demise of the ""Peace and Love"" era. After a successful tour across the US, the Rolling Stones gave a free December concert at Altamont Speedway in California with the Grateful Dead, Ike and Tina Turner, Jefferson Airplane, and the Flying Burrito Brothers. The band unwisely selected the Hells Angels to provide security, and the bikers resorted to violence to keep the stoned, restless, and often naked crowd in line. The result: dozens of injuries and the on-screen stabbing of a young black man (during ""Sympathy for the Devil"") by one of the concert's staff security. In a manipulative but effective move, the Maysles brothers filmed Mick Jagger in the editing room witnessing the on-camera murder for the first time. The film also works as a rock-and-roll document, capturing the band at their most relaxed, intoxicating, and electrifying.",2.336022,/3UR6YSrz1nIQ84inth4emIPcEOT.jpg,1970-12-06,0,91.0,Released,"Landmark film follows the Rolling Stones on their notorious 1969 U.S. tour, culminating in tragedy at San Francisco's Altamont Speedway.",The Rolling Stones: Gimme Shelter,False,7.8,42
False,0,,502,tt0058083,en,Fail-Safe,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring. Director Sidney Lumet gives an atmospheric vision of the future with a Cold War backdrop.,4.225974,/gp2b35iSQ03kKZgPpeeOuSb0Ra2.jpg,1964-10-07,0,112.0,Released,It will have you sitting on the brink of eternity!,Fail-Safe,False,7.6,83
False,9500000,http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,667,tt0062512,en,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,10.359669,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,1967-06-12,111584787,117.0,Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,False,6.5,541
False,27500000,http://www.mgm.com/view/movie/1394/Octopussy/,700,tt0086034,en,Octopussy,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,10.619302,/s1GeJcwTclopbed1Bo2hjunSika.jpg,1983-06-05,187500000,131.0,Released,James Bond’s all time high.,Octopussy,False,6.2,534
False,2300000,,633,tt0076734,nl,Soldaat van Oranje,"This film depicts World War II through the eyes of several Dutch students. It follows them through the beginning of the war, the Nazi occupation and the liberation.",2.348745,/87TIQ9gjPRAO1NZaBj9wOjubcq8.jpg,1977-09-22,0,149.0,Released,,Soldier of Orange,False,7.4,39
False,350000,,294,tt0089015,en,Desert Hearts,The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.,1.553107,/vlQBjV04m8Xb6G1LuDYjtm0IB9p.jpg,1985-10-01,2400000,96.0,Released,,Desert Hearts,False,6.7,21
False,5900000,https://www.sonymoviechannel.com/movies/china-syndrome,988,tt0078966,en,The China Syndrome,"While doing a series of reports on alternative energy sources, an opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicise the incident but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",4.621214,/u0tbxqq0krtGMWnuycmikHPQ22Z.jpg,1979-03-16,51718367,122.0,Released,Sometimes it’s too late to tell the truth.,The China Syndrome,False,7.0,99
False,0,,204,tt0046268,fr,Le salaire de la peur,"In the South American jungle, supplies of nitroglycerine are needed at a remote oil field. The oil company pays four men to deliver the supplies in two trucks. A tense rivalry develops between the two sets of drivers on the rough remote roads where the slightest jolt can result in death.",7.643793,/3IGuAr1xsErR4XqmHZcfyQ4f8KY.jpg,1953-04-22,0,147.0,Released,Dynamic Tremendous Shattering,The Wages of Fear,False,7.9,176
False,0,,781,tt0120522,de,Winterschläfer,"Young blonde translator Rebecca lives with her boyfriend ski instructor Marco in a mountain villa owned by her friend, nurse Laura. Rene, local cinema projectionist, steals Marco's car and gets into a car crash with local Theo, whose daughter, after being in coma for a time, dies. Rene suffers from partial short term memory loss and starts a relationship with Laura. Meanwhile Marco is looking for the man who stole his car and Theo - for the man who killed his daughter...",1.781979,/nEzRPU5RhMBczgJxqmcDXkGWuuD.jpg,1997-10-30,0,120.0,Released,,Wintersleepers,False,6.7,10
False,0,,465,tt0094596,fr,36 Fillette,"Lili, a pouty and voluptuous 14-year-old, is caravan camping with her family in Biarritz. She's self-aware and holds her own in a café conversation with a concert pianist she meets, but she has a wild streak and she's testing her powers over men, finding that she doesn't always control her moods or actions, and she's impatient with being a virgin. She sets off with her brother to a disco, latching onto an aging playboy who is himself hot and cold to her. She is ambivalent about losing her virginity that night, willing the next, and determined by the third. The playboy's mix of depression and misogyny ends their unconsummated affair, so Lili has to hunt elsewhere.",3.200299,/9nOr9of8cIOT90Rmm15HG6cjvsF.jpg,1988-03-03,0,88.0,Released,,Junior Size 36,False,5.3,4
False,20000000,http://www.scifi.com/dune_2k/,876,tt0142032,en,Frank Herbert's Dune,"A three part mini-series based on Frank Herbert's classic Science Fiction novel entailing politics, betrayal, lust, greed and the coming of a Messiah.",14.612842,/xhLPh6po1r1qDnemdCj8pGS2MvG.jpg,2000-12-03,0,292.0,Released,Discover the greatest treasure in the universe.,Frank Herbert's Dune,False,6.7,114
False,0,,336,tt0067140,it,Giù la testa,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",9.611094,/xkLaMyxUgWqmWYAw578p4HXSUDk.jpg,1971-10-20,0,157.0,Released,Rod Steiger and James Coburn will blow you apart in,"Duck, You Sucker",False,7.7,176
False,0,,222,tt0017668,de,Berlin: Die Sinfonie der Grosstadt,Berlin is Walter Ruttmanns black and white documentary of Berlin in 1927. The big city symphony shows a day in the life of metropolitan Berlin. Showing the industrial uprising as well as the lives and working circumstances of the time.,0.692745,/ePGMsItIMHSOvZkCJ6rnl4v64Sq.jpg,1927-09-23,0,69.0,Released,,Berlin: Symphony of a Great City,False,8.0,11
False,0,http://www.fruehling-sommer.de,113,tt0374546,ko,봄 여름 가을 겨울 그리고 봄,"This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",8.157887,/uYQwUyHBKLPmCqUc9wMdphiphW2.jpg,2003-09-19,6502364,103.0,Released,"Spring, Summer, Autumn, Winter... and Spring","Spring, Summer, Fall, Winter... and Spring",False,7.6,240
False,500000,,203,tt0070379,en,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",8.212399,/3awGnJPs7XmGyCB2eFdxVm6GlGd.jpg,1973-10-02,3000000,110.0,Released,You don't make up for your sins in church. You do it in the streets...,Mean Streets,False,7.2,359
False,600000,,316,tt0304126,de,Halbe Treppe,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.,0.637825,/lmEVpT6sqx5QKrdF206K3CTsEqx.jpg,2002-02-12,0,111.0,Released,,Grill Point,False,6.9,7
False,0,,250,tt0180748,da,I Kina spiser de hunde,An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help.,5.06264,/zuKjvs3IUvdNbMwqcfdHCGeyKt1.jpg,1999-09-10,0,91.0,Released,,In China They Eat Dogs,False,7.5,81
False,0,,631,tt0018455,en,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",4.249695,/tyxjxpwr9NiVtSeITtVXuhp84Zl.jpg,1927-09-23,121,94.0,Released,An Artistic Masterpiece And Also A Joy To Watch,Sunrise: A Song of Two Humans,False,7.9,155
False,0,,439,tt0053779,it,La dolce vita,Episodic journey of an Italian journalist scouring Rome in search of love.,11.063822,/mZJ25Th65B2KXM57uIiEzO3Aw81.jpg,1960-02-05,19516000,174.0,Released,The world's most talked about movie today!,La Dolce Vita,False,7.9,305
False,0,,823,tt0193253,ja,人狼,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",5.993402,/dNW6aaQAQ6C8LNY1dVmsI5rqrzT.jpg,1999-11-17,0,102.0,Released,,Jin-Roh: The Wolf Brigade,False,7.4,82
False,0,http://www.office-kitano.co.jp/dolls/,870,tt0330229,ja,ドールズ,Dolls is a film about Japanese doll theater and a human love story illustrated through beautiful imagery. This film is a lot more sensitive than most Kitano films.,4.416932,/jEc5Y1SkKL45y2OPWm3wZHynbZv.jpg,2002-09-05,0,114.0,Released,,Dolls,False,7.6,76
False,150000000,http://www.shrek2.com/,809,tt0298148,en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",16.22986,/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,2004-05-19,919838758,93.0,Released,Once upon another time...,Shrek 2,False,6.7,3082
False,125000000,http://www.thedayaftertomorrow.com/,435,tt0319262,en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",15.049695,/pRmpaFjtegy8PnUvSBDyT9dm7c.jpg,2004-05-26,544272402,124.0,Released,Where will you be?,The Day After Tomorrow,False,6.2,2462
False,130000000,,673,tt0304141,en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,2004-05-31,789804554,141.0,Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,False,7.7,6037
False,0,,246,tt0363226,ja,座頭市,"Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, Zatôichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, Zatôichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after Zatôichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.",6.428263,/xNFaRG30R3IiVFMgX8X8kAFGxCP.jpg,2003-09-06,0,111.0,Released,His sword made him a hero... his courage made him a legend.,Zatoichi,False,7.3,236
False,800000,,831,tt0047577,en,This Island Earth,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",3.187177,/dNNZSjrWWwgllcYtQCeo0M5FPdp.jpg,1955-06-01,0,87.0,Released,,This Island Earth,False,5.6,49
False,0,,662,tt0056119,fr,La Jetée,"Time travel, still images, a past, present and future and the aftermath of World War III. The tale of a man, a slave, sent back and forth, in and out of time, to find a solution to the world’s fate. To replenish its decreasing stocks of food, medicine and energies, and in doing so, resulting in a perpetual memory of a lone female, life, death and past events that are recreated on an airport’s viewing pier.",7.282665,/2woVot4i5Yo8RYyfnSgdhH7WEQZ.jpg,1962-02-16,0,28.0,Released,,La Jetée,False,7.9,165
False,0,,886,tt0059037,en,The Cincinnati Kid,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,3.670599,/hNkcS5cDV8kdvzFmRCe3gVRhSnG.jpg,1965-10-15,15260000,102.0,Released,"He'd take on anyone, at anything, anytime.",The Cincinnati Kid,False,7.0,62
False,0,,136,tt0022913,en,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",9.074348,/9hmmE4K6tOEXB1KeTajIC0pNta6.jpg,1932-02-20,0,64.0,Released,"The love story of a siren, a giant, and a dwarf!",Freaks,False,7.7,228
False,60000000,http://www.theterminal-themovie.com/,594,tt0362227,en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",14.092373,/f4Dup6awDfDqAHKgWqNJ2HFw1qN.jpg,2004-06-17,219417255,128.0,Released,Life is waiting.,The Terminal,False,7.1,1974
False,0,,701,tt0014341,en,Our Hospitality,"A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.",2.830289,/3ZUMBrnRfNHR1ZJLLHrBgYvLDHD.jpg,1923-11-19,0,73.0,Released,A Comedy with a Heart of Gold,Our Hospitality,False,7.7,49
False,200000000,http://www.sonypictures.com/movies/spider-man2/,558,tt0316654,en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",10.834506,/qtBFrsEQ4oXW8sKvRxkKnYuPLg.jpg,2004-06-25,783766341,127.0,Released,There's a hero in all of us.,Spider-Man 2,False,6.7,4432
False,2700000,http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/,80,tt0381681,en,Before Sunset,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,7.048957,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,2004-02-10,15992615,80.0,Released,What if you had a second chance with the one that got away?,Before Sunset,False,7.6,734
False,0,http://www.mariallenaeresdegracia.com/index.html,436,tt0390221,es,"María, llena eres de gracia",A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,5.450934,/s9xK1tr8e6nFv8mxNpqZcOHEOnh.jpg,2004-01-18,0,101.0,Released,"Based on 10,000 true stories.",Maria Full of Grace,False,6.9,103
False,100000000,,314,tt0327554,en,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.",13.340272,/3E1XPZ2lZmL4lJV1KSUi1jaSx3w.jpg,2004-07-22,82102379,104.0,Released,CATch her in IMAX,Catwoman,False,4.2,833
False,2500000,http://www2.foxsearchlight.com/gardenstate/,401,tt0333766,en,Garden State,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",11.630809,/u7IASCZ02Q94SYklSIR2609inis.jpg,2004-07-28,26781723,102.0,Released,,Garden State,False,7.1,631
False,70000000,http://www.avp-movie.com/,395,tt0370263,en,AVP: Alien vs. Predator,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",12.636205,/9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg,2004-08-12,171183863,101.0,Released,Whoever wins... We lose,AVP: Alien vs. Predator,False,5.6,1241
False,0,,124,tt0086961,pl,Bez Konca,"Taking place in a 1982 Poland a translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.",3.256676,/f92Uj97MT2DXVQBYU5J9ope74Mc.jpg,1985-06-17,0,109.0,Released,,No End,False,7.0,5
False,4000000,,747,tt0365748,en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",14.902948,/ssY4EvRvufUZooNq1buRUrW7lCX.jpg,2004-04-09,30039392,99.0,Released,A romantic comedy. With zombies.,Shaun of the Dead,False,7.5,2479
False,1200000,,176,tt0387564,en,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",23.508433,/dHYvIgsax8ZFgkz1OslE4V6Pnf5.jpg,2004-10-01,103911669,103.0,Released,Live or die. Make your choice.,Saw,False,7.2,2255
False,25000000,,866,tt0308644,en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,15.529604,/7VNtGDhKLefRhJWYokfP3hBh0uV.jpg,2004-10-17,116766556,106.0,Released,Where will your imagination take you?,Finding Neverland,False,7.2,1269
False,5000000,http://www.lamalaeducacion.com,140,tt0275491,es,La mala educación,"Two children, Ignacio and Enrique, know love, the movies and fear in a religious school at the beginning of the 1960s. Father Manolo, director of the school and its professor of literature, is witness to and part of these discoveries. The three are followed through the next few decades, their reunion marking life and death.",7.66414,/2wPhxmIveLgp8ClczFSHQhupF29.jpg,2004-03-19,40266982,106.0,Released,,Bad Education,False,7.1,223
False,110000000,http://oceans12.warnerbros.com/,163,tt0349903,en,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",11.869347,/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,2004-12-09,362744280,125.0,Released,Twelve is the new eleven.,Ocean's Twelve,False,6.4,2169
